evaluate_id,customer_id,customer_name,hotel_id,room_id,type_room_id,evaluate_title,evaluate_content,evaluate_loaction_point,evaluate_service_point,evaluate_price_point,evaluate_sanitary_point,evaluate_convenient_point,created_at,updated_at,deleted_at
1923,65,Trần Hữu Linh,22,63,170,Không tốt lắm,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",2,2,3,2,2,2024-05-28 17:00:00,nan,
1924,305,Đặng Văn Bình,19,54,140,Rất tốt,Giá cả hợp lý so với chất lượng.,4,4,2,3,5,2024-06-02 17:00:00,nan,
1925,349,Đỗ Quốc Linh,11,30,81,Hoàn hảo,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,4,3,3,3,2024-10-31 17:00:00,nan,
1928,74,Phan Văn Long,11,30,81,Tuyệt vời,"Không gian thoáng đãng, thoải mái.",4,3,2,3,4,2024-01-28 17:00:00,nan,
1929,98,Vũ Đức Mai,22,63,170,Tốt,Giá cả hợp lý so với chất lượng.,4,2,2,2,4,2024-02-11 17:00:00,nan,
1930,342,Lê Hải Cường,2,8,13,Tuyệt vời,Giá cả hợp lý so với chất lượng.,4,5,5,5,4,2024-03-03 17:00:00,nan,
1931,102,Phạm Hải Long,4,11,23,Rất tốt,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,5,3,5,4,2024-09-25 17:00:00,nan,
1932,97,Lý Thu Mai,22,65,172,Phòng đẹp,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,2,3,2,2,2024-02-07 17:00:00,nan,
1933,399,Ngô Thu Linh,7,19,72,Giá hợp lý,"Không gian thoáng đãng, thoải mái.",5,5,3,5,5,2024-04-02 17:00:00,nan,
1934,116,Vũ Hoàng Lan,22,64,171,Phòng đẹp,"Vị trí thuận lợi, gần biển, dễ đi lại.",4,2,1,2,2,2024-10-14 17:00:00,nan,
1935,293,Trần Đức Linh,18,51,132,Dịch vụ tốt,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,4,3,5,3,2024-04-26 17:00:00,nan,
1936,55,Bùi Minh Anh,19,54,140,Sẽ quay lại,"Bữa sáng ngon, đa dạng món ăn.",3,3,3,4,4,2024-11-23 17:00:00,nan,
1937,148,Phạm Thị Mai,5,12,28,Hài lòng,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,5,4,5,5,2024-08-11 17:00:00,nan,
1938,253,Vũ Đức Mai,9,24,62,Sẽ quay lại,Giá cả hợp lý so với chất lượng.,4,5,3,5,4,2024-06-21 17:00:00,nan,
1939,371,Ngô Hoàng Hùng,22,63,170,Tuyệt vời,Giá cả hợp lý so với chất lượng.,2,3,1,3,4,2024-11-03 17:00:00,nan,
1940,252,Phạm Đức Nga,12,33,87,Tuyệt với,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",2,2,2,2,3,2024-02-22 17:00:00,nan,
1941,313,Đỗ Đức Linh,4,10,20,Giá hợp lý,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,4,5,5,2024-10-19 17:00:00,nan,
1942,19,Dương Văn Lan,4,11,23,Rất tốt,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,4,5,5,2024-05-14 17:00:00,nan,
1943,330,Ngô Hải Long,22,64,171,Sẽ quay lại,"Phục vụ nhanh chóng, chuyên nghiệp.",2,4,3,4,3,2024-12-21 17:00:00,nan,
1944,277,Lý Thu Phong,6,15,44,Không tốt lắm,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,4,5,4,4,2024-08-28 17:00:00,nan,
1945,62,Đặng Hoàng Cường,3,3,2,Thất vọng,"Không gian thoáng đãng, thoải mái.",5,4,5,4,5,2024-08-11 17:00:00,nan,
1946,45,Đặng Văn Hùng,2,8,13,Rất tốt,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,3,4,5,2024-09-29 17:00:00,nan,
1947,9,Hồ Đức Anh,22,65,172,Giá hợp lý,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",2,3,1,4,3,2024-02-25 17:00:00,nan,
1948,18,Đỗ Thị Trang,5,13,31,Không tốt lắm,"Bữa sáng ngon, đa dạng món ăn.",4,5,4,5,5,2025-01-07 17:00:00,nan,
1949,107,Võ Hữu Hùng,18,51,132,Hoàn hảo,Giá cả hợp lý so với chất lượng.,3,3,4,4,5,2024-09-27 17:00:00,nan,
1950,373,Lý Hải Hùng,10,29,79,Sẽ quay lại,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,5,2,5,4,2024-01-18 17:00:00,nan,
1951,139,Hoàng Quốc Hạnh,2,7,9,Phòng đẹp,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,4,4,5,4,2024-05-17 17:00:00,nan,
1952,136,Đỗ Thanh Nam,19,54,140,Sạch sẽ,"Phục vụ nhanh chóng, chuyên nghiệp.",4,5,3,3,3,2024-11-17 17:00:00,nan,
1953,377,Hoàng Minh Nam,5,13,29,Ổn,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",4,5,3,4,5,2024-07-11 17:00:00,nan,
1954,359,Trần Đức Nam,15,42,109,Xuất sắc,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",4,5,5,5,4,2024-12-17 17:00:00,nan,
1955,266,Đặng Hải Bình,22,64,171,Ổn,"Wifi nhanh, ổn định.",3,4,3,2,4,2024-03-28 17:00:00,nan,
1956,6,Hồ Hải Long,10,27,75,Xuất sắc,"Vị trí thuận lợi, gần biển, dễ đi lại.",3,5,2,4,5,2024-04-13 17:00:00,nan,
1957,303,Hoàng Văn Bình,7,18,72,Sạch sẽ,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,5,5,5,4,2024-12-23 17:00:00,nan,
1958,273,Phan Hải Anh,22,63,170,Khá ổn,Giá cả hợp lý so với chất lượng.,2,2,3,2,4,2024-12-31 17:00:00,nan,
1959,44,Trần Minh Nam,2,7,11,Xuất sắc,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,5,5,5,2024-07-07 17:00:00,nan,
1960,134,Đỗ Hữu Anh,3,2,42,Hoàn hảo,"Wifi nhanh, ổn định.",5,4,3,5,5,2024-04-09 17:00:00,nan,
1961,22,Hoàng Minh Phong,2,6,8,Hoàn hảo,"Không gian thoáng đãng, thoải mái.",4,5,5,5,5,2024-10-27 17:00:00,nan,
1962,324,Hoàng Thu Long,22,65,172,Tuyệt vời,"Phòng cách âm tốt, yên tĩnh.",4,3,2,4,3,2024-07-17 17:00:00,nan,
1963,146,Hồ Thị Bình,7,18,73,Rất tốt,"Wifi nhanh, ổn định.",5,5,4,4,5,2024-05-13 17:00:00,nan,
1964,382,Bùi Văn Hương,2,8,15,Giá hợp lý,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,5,4,5,5,2024-02-23 17:00:00,nan,
1965,361,Hồ Đức Hùng,18,51,132,Dịch vụ tốt,"Phục vụ nhanh chóng, chuyên nghiệp.",3,5,3,3,3,2024-12-30 17:00:00,nan,
1966,74,Bùi Thị Long,22,64,171,Giá hợp lý,"Phòng cách âm tốt, yên tĩnh.",4,2,2,2,2,2024-10-09 17:00:00,nan,
1967,266,Đặng Hải Bình,20,57,148,Rất tốt,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,4,2,3,4,2024-04-08 17:00:00,nan,
1968,41,Đỗ Quốc Anh,3,3,2,Xuất sắc,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,5,5,5,2024-07-21 17:00:00,nan,
1969,22,Dương Thị Mai,7,19,72,Sẽ quay lại,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,5,5,5,2024-07-11 17:00:00,nan,
1970,399,Ngô Thu Linh,22,63,170,Tuyệt vời,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",4,2,2,4,3,2024-07-08 17:00:00,nan,
1971,336,Vũ Văn Dũng,16,45,117,Tuyệt với,"Bữa sáng ngon, đa dạng món ăn.",5,5,5,4,5,2024-06-13 17:00:00,nan,
1972,78,Nguyễn Hữu Long,3,2,42,Tuyệt vời,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,4,3,5,4,2024-03-16 17:00:00,nan,
1973,86,Dương Hải Dũng,18,51,132,Xuất sắc,"Vị trí thuận lợi, gần biển, dễ đi lại.",4,4,2,5,3,2024-08-09 17:00:00,nan,
1974,374,Nguyễn Hoàng Nam,10,27,75,Hoàn hảo,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,5,2,5,5,2024-09-15 17:00:00,nan,
1975,41,Võ Văn Nga,7,19,72,Dịch vụ tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,4,4,5,2024-04-09 17:00:00,nan,
1976,289,Hoàng Hải Hùng,4,11,25,Khá ổn,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,4,4,5,4,2024-01-22 17:00:00,nan,
1977,10,Đỗ Hải Hùng,2,7,9,Tuyệt với,"Wifi nhanh, ổn định.",5,4,5,5,5,2024-10-17 17:00:00,nan,
1978,24,Phan Hữu Long,22,65,172,Rất tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,2,1,4,4,2024-12-14 17:00:00,nan,
1979,284,Nguyễn Quốc Nam,18,51,132,Tốt,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,4,3,3,3,2024-03-19 17:00:00,nan,
1980,104,Dương Văn Nam,6,15,44,Hài lòng,"Bữa sáng ngon, đa dạng món ăn.",5,5,3,4,4,2024-03-18 17:00:00,nan,
1981,122,Lê Minh Hạnh,3,3,38,Giá hợp lý,"Không gian thoáng đãng, thoải mái.",5,5,3,4,4,2024-09-27 17:00:00,nan,
1982,13,Hồ Minh Hương,2,7,11,Thất vọng,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,5,4,5,4,2024-02-03 17:00:00,nan,
1983,384,Bùi Văn Phong,15,42,110,Tuyệt vời,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",4,5,3,5,5,2024-01-16 17:00:00,nan,
1984,21,Đặng Minh Lan,20,57,148,Không tốt lắm,"Bữa sáng ngon, đa dạng món ăn.",5,3,4,5,4,2024-04-07 17:00:00,nan,
1985,123,Ngô Văn Anh,18,51,132,Không tốt lắm,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,3,5,3,2024-10-31 17:00:00,nan,
1986,99,Đặng Thị Anh,2,8,15,Sẽ quay lại,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,5,5,4,5,2024-11-17 17:00:00,nan,
1987,100,Dương Quốc Long,5,13,30,Tuyệt với,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,3,5,4,2024-10-18 17:00:00,nan,
1988,32,Bùi Văn Nam,22,64,171,Tốt,Giá cả hợp lý so với chất lượng.,3,2,3,3,2,2024-02-22 17:00:00,nan,
1989,13,Phạm Văn Linh,21,62,161,Dịch vụ tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,3,5,5,2024-06-30 17:00:00,nan,
1990,262,Dương Văn Dũng,4,11,25,Phòng đẹp,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,5,5,4,2024-03-07 17:00:00,nan,
1991,273,Phan Hải Anh,16,45,117,Rất tốt,"Phòng cách âm tốt, yên tĩnh.",5,4,3,5,5,2024-04-13 17:00:00,nan,
1992,389,Đỗ Thu Mai,17,48,125,Khá ổn,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,4,4,4,5,2024-04-25 17:00:00,nan,
1993,72,Võ Thu Bình,20,57,148,Ổn,"Wifi nhanh, ổn định.",3,5,2,3,4,2024-02-05 17:00:00,nan,
1994,298,Lê Thanh Hương,2,8,13,Tốt,"Wifi nhanh, ổn định.",5,5,4,5,5,2024-08-02 17:00:00,nan,
1995,21,Ngô Đức Bình,3,5,39,Vị trí thuận lợi,"Đồ ăn ngon, view đẹp, sẽ quay lại.",4,4,4,5,4,2024-06-25 17:00:00,nan,
1996,307,Hoàng Thanh Hương,4,10,20,Phòng đẹp,"Đồ ăn ngon, view đẹp, sẽ quay lại.",4,5,4,5,5,2024-03-05 17:00:00,nan,
1997,94,Đặng Thu Bình,21,60,156,Tốt,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,5,4,4,2024-05-27 17:00:00,nan,
1998,382,Bùi Văn Hương,15,42,110,Thất vọng,Giá hơi cao so với chất lượng.,5,4,3,5,5,2024-12-25 17:00:00,nan,
1999,137,Trần Thu Nam,19,54,140,Sạch sẽ,"Bữa sáng ngon, đa dạng món ăn.",4,3,3,3,5,2024-05-17 17:00:00,nan,
2000,92,Bùi Hoàng Long,4,9,17,Dịch vụ tốt,"Đồ ăn ngon, view đẹp, sẽ quay lại.",4,5,4,4,5,2024-06-24 17:00:00,nan,
2001,296,Đỗ Minh Mai,2,7,9,Dịch vụ tốt,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",4,5,5,5,4,2024-03-23 17:00:00,nan,
2002,23,Vũ Thu Phong,5,13,29,Thất vọng,"Wifi nhanh, ổn định.",5,4,3,5,5,2024-11-19 17:00:00,nan,
2003,9,Đỗ Đức Long,5,12,27,Tốt,"Bữa sáng ngon, đa dạng món ăn.",5,5,3,4,5,2024-08-02 17:00:00,nan,
2004,366,Hoàng Đức Lan,21,62,161,Không tốt lắm,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",4,5,4,4,4,2024-10-11 17:00:00,nan,
2005,4,Lý Thị Anh,3,3,38,Không tốt lắm,"Bữa sáng ngon, đa dạng món ăn.",5,4,5,5,5,2024-12-04 17:00:00,nan,
2006,313,Đỗ Đức Linh,4,9,17,Dịch vụ tốt,"Không gian thoáng đãng, thoải mái.",4,4,5,4,4,2024-08-07 17:00:00,nan,
2007,302,Phạm Thanh Dũng,19,54,140,Vị trí thuận lợi,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,3,2,5,3,2024-10-12 17:00:00,nan,
2008,338,Dương Quốc Nga,21,62,161,Ổn,"Không gian thoáng đãng, thoải mái.",4,5,4,4,4,2024-06-25 17:00:00,nan,
2009,127,Trần Minh Lan,11,30,81,Khá ổn,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",3,3,2,4,3,2024-11-18 17:00:00,nan,
2010,62,Đặng Văn Hạnh,5,12,26,Dịch vụ tốt,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,3,5,4,2024-06-09 17:00:00,nan,
2011,309,Lý Đức Hạnh,9,24,62,Ổn,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,5,3,4,4,2024-08-15 17:00:00,nan,
2012,382,Bùi Văn Hương,19,54,140,Hoàn hảo,"Bữa sáng ngon, đa dạng món ăn.",4,3,2,4,3,2024-04-15 17:00:00,nan,
2013,136,Vũ Quốc Anh,21,62,161,Hài lòng,"Đồ ăn ngon, view đẹp, sẽ quay lại.",4,5,5,4,5,2024-05-24 17:00:00,nan,
2014,353,Hồ Hữu Linh,19,56,147,Ổn,"Phục vụ nhanh chóng, chuyên nghiệp.",3,4,2,5,3,2024-08-19 17:00:00,nan,
2015,92,Phan Hữu Lan,5,14,32,Tuyệt với,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,5,4,4,5,2024-07-18 17:00:00,nan,
2016,52,Nguyễn Thanh Nga,16,45,117,Vị trí thuận lợi,"Wifi nhanh, ổn định.",4,5,3,4,4,2024-03-08 17:00:00,nan,
2017,149,Lý Thu Trang,9,24,62,Vị trí thuận lợi,"Phục vụ nhanh chóng, chuyên nghiệp.",5,4,3,5,5,2024-03-31 17:00:00,nan,
2018,87,Hoàng Minh Nga,6,15,44,Ổn,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,5,4,5,2024-05-22 17:00:00,nan,
2019,297,Bùi Hoàng Bình,4,9,17,Phòng đẹp,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,4,5,5,5,2024-12-10 17:00:00,nan,
2020,39,Vũ Hoàng Hùng,5,12,27,Sạch sẽ,"Không gian thoáng đãng, thoải mái.",5,4,5,5,4,2024-04-06 17:00:00,nan,
2021,389,Đỗ Thu Mai,9,24,62,Giá hợp lý,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,5,5,5,2024-04-12 17:00:00,nan,
2022,274,Nguyễn Đức Hương,10,27,75,Không tốt lắm,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,3,3,4,3,2024-04-11 17:00:00,nan,
2023,316,Hồ Thanh Linh,4,11,25,Xuất sắc,"Không gian thoáng đãng, thoải mái.",4,5,4,5,4,2024-11-09 17:00:00,nan,
2024,353,Hồ Hữu Linh,10,27,75,Xuất sắc,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",3,4,4,5,3,2024-04-08 17:00:00,nan,
2025,132,Ngô Minh Hạnh,16,45,117,Phòng đẹp,"Bữa sáng ngon, đa dạng món ăn.",5,5,3,5,5,2024-06-29 17:00:00,nan,
2026,259,Võ Thanh Cường,20,57,148,Dịch vụ tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,4,3,4,3,2024-04-20 17:00:00,nan,
2027,398,Dương Hữu Mai,2,6,8,Tốt,Giá cả hợp lý so với chất lượng.,5,5,4,4,5,2024-04-15 17:00:00,nan,
2028,345,Ngô Văn Phong,5,12,27,Tuyệt với,Giá cả hợp lý so với chất lượng.,4,5,5,5,4,2024-02-16 17:00:00,nan,
2029,63,Trần Minh Lan,22,64,171,Phòng đẹp,"Phòng cách âm tốt, yên tĩnh.",4,3,1,2,3,2024-08-13 17:00:00,nan,
2030,370,Vũ Hải Bình,7,18,73,Ổn,"Wifi nhanh, ổn định.",5,5,4,5,5,2024-03-24 17:00:00,nan,
2031,140,Ngô Văn Trang,16,45,117,Tốt,"Phòng cách âm tốt, yên tĩnh.",5,5,3,5,5,2024-09-22 17:00:00,nan,
2032,115,Võ Quốc Cường,4,10,22,Vị trí thuận lợi,"Phục vụ nhanh chóng, chuyên nghiệp.",5,4,4,4,5,2024-03-25 17:00:00,nan,
2033,297,Bùi Hoàng Bình,10,27,75,Xuất sắc,"Wifi nhanh, ổn định.",3,5,3,3,4,2024-10-26 17:00:00,nan,
2034,146,Lê Văn Trang,18,51,132,Rất tốt,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",3,3,4,5,4,2024-05-19 17:00:00,nan,
2035,30,Đỗ Minh Long,22,63,170,Vị trí thuận lợi,"Phục vụ nhanh chóng, chuyên nghiệp.",4,4,1,3,2,2024-04-19 17:00:00,nan,
2036,122,Lê Thị Phong,3,5,39,Giá hợp lý,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,4,5,5,5,2024-10-12 17:00:00,nan,
2037,35,Bùi Hoàng Nam,4,11,25,Rất tốt,Giá cả hợp lý so với chất lượng.,5,5,4,5,4,2024-06-04 17:00:00,nan,
2038,48,Ngô Minh Nga,2,7,11,Xuất sắc,Giá cả hợp lý so với chất lượng.,5,5,5,5,5,2024-04-25 17:00:00,nan,
2039,272,Lê Thanh Phong,7,18,73,Sẽ quay lại,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,4,4,5,4,2024-12-17 17:00:00,nan,
2040,71,Nguyễn Đức Cường,7,18,72,Không tốt lắm,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,4,5,4,4,2024-03-14 17:00:00,nan,
2041,270,Lê Hải Anh,16,45,117,Ổn,"Không gian thoáng đãng, thoải mái.",5,4,3,4,5,2024-04-25 17:00:00,nan,
2042,5,Dương Thanh Bình,15,42,110,Tuyệt vời,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,5,4,5,5,2024-01-31 17:00:00,nan,
2043,389,Đỗ Thu Mai,10,29,79,Đáng giá tiền,"Vị trí thuận lợi, gần biển, dễ đi lại.",4,5,4,5,5,2024-11-26 17:00:00,nan,
2044,267,Ngô Quốc Trang,4,9,17,Dịch vụ tốt,"Wifi nhanh, ổn định.",5,5,4,4,4,2024-02-07 17:00:00,nan,
2045,392,Đỗ Hoàng Phong,22,65,172,Sẽ quay lại,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",3,4,2,2,2,2024-06-18 17:00:00,nan,
2046,363,Hoàng Minh Hùng,12,33,87,Rất tốt,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",3,3,1,3,2,2024-06-16 17:00:00,nan,
2047,299,Lê Hải Hạnh,5,13,30,Hài lòng,Giá cả hợp lý so với chất lượng.,5,5,5,5,5,2024-11-08 17:00:00,nan,
2048,86,Vũ Hữu Bình,7,18,73,Không tốt lắm,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,4,5,4,4,2024-03-24 17:00:00,nan,
2049,399,Ngô Thu Linh,15,42,109,Thất vọng,Giá hơi cao so với chất lượng.,4,5,3,5,5,2024-09-30 17:00:00,nan,
2050,67,Dương Minh Hùng,5,13,30,Xuất sắc,"Bữa sáng ngon, đa dạng món ăn.",5,4,4,5,5,2024-10-28 17:00:00,nan,
2051,253,Vũ Đức Mai,6,15,43,Phòng đẹp,"Phòng cách âm tốt, yên tĩnh.",4,5,4,5,4,2024-04-30 17:00:00,nan,
2052,285,Phạm Thu Mai,22,63,170,Giá hợp lý,"Phòng cách âm tốt, yên tĩnh.",3,4,3,4,4,2024-03-22 17:00:00,nan,
2053,373,Lý Hải Hùng,5,12,28,Đáng giá tiền,"Bữa sáng ngon, đa dạng món ăn.",5,4,3,5,5,2024-10-15 17:00:00,nan,
2054,324,Hoàng Thu Long,4,9,17,Hài lòng,"Bữa sáng ngon, đa dạng món ăn.",4,4,4,5,5,2024-03-03 17:00:00,nan,
2055,124,Trần Quốc Dũng,22,64,171,Tốt,"Wifi nhanh, ổn định.",2,4,1,2,3,2024-12-27 17:00:00,nan,
2056,71,Nguyễn Hữu Linh,15,42,109,Xuất sắc,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,4,5,5,2024-11-08 17:00:00,nan,
2057,274,Nguyễn Đức Hương,7,18,72,Khá ổn,"Không gian thoáng đãng, thoải mái.",5,5,3,5,5,2024-12-20 17:00:00,nan,
2058,306,Dương Thanh Trang,3,5,40,Ổn,Giá hơi cao so với chất lượng.,5,5,4,4,4,2024-04-25 17:00:00,nan,
2059,136,Trần Hoàng Trang,16,45,117,Sẽ quay lại,"Wifi nhanh, ổn định.",4,4,3,5,4,2024-12-22 17:00:00,nan,
2060,338,Dương Quốc Nga,5,14,33,Xuất sắc,"Không gian thoáng đãng, thoải mái.",5,5,3,5,5,2024-10-31 17:00:00,nan,
2061,314,Đỗ Thu Linh,3,2,1,Tuyệt với,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,5,3,4,5,2024-11-26 17:00:00,nan,
2062,60,Hoàng Hoàng Hùng,2,7,11,Tuyệt với,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,4,4,4,5,2024-11-16 17:00:00,nan,
2063,45,Bùi Thanh Anh,21,62,161,Xuất sắc,Giá cả hợp lý so với chất lượng.,4,5,3,4,5,2024-05-19 17:00:00,nan,
2064,18,Lý Đức Nga,2,6,16,Tuyệt với,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,3,4,5,2024-06-04 17:00:00,nan,
2065,70,Ngô Đức Hạnh,21,62,161,Hài lòng,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,5,5,4,2024-09-11 17:00:00,nan,
2066,336,Vũ Văn Dũng,20,57,148,Hài lòng,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",3,5,3,3,5,2024-02-17 17:00:00,nan,
2067,254,Phan Minh Cường,2,8,15,Rất tốt,"Phòng cách âm tốt, yên tĩnh.",5,5,4,4,5,2024-01-07 17:00:00,nan,
2068,114,Trần Thị Bình,5,12,27,Hoàn hảo,"Wifi nhanh, ổn định.",5,5,3,5,4,2024-10-04 17:00:00,nan,
2069,365,Hồ Hoàng Phong,4,9,18,Dịch vụ tốt,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,4,5,4,4,2024-10-09 17:00:00,nan,
2070,318,Phan Quốc Bình,22,65,172,Sẽ quay lại,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",2,2,3,4,3,2024-03-27 17:00:00,nan,
2071,295,Phan Minh Dũng,5,14,34,Hài lòng,"Bữa sáng ngon, đa dạng món ăn.",5,4,3,4,4,2024-07-28 17:00:00,nan,
2072,17,Ngô Quốc Dũng,7,19,72,Dịch vụ tốt,"Wifi nhanh, ổn định.",4,4,5,5,4,2024-09-24 17:00:00,nan,
2073,104,Trần Minh Hương,2,6,8,Khá ổn,"Phòng cách âm tốt, yên tĩnh.",4,4,3,5,4,2024-06-30 17:00:00,nan,
2074,321,Đỗ Hữu Trang,18,51,132,Không tốt lắm,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,4,3,5,3,2024-01-16 17:00:00,nan,
2075,7,Lê Minh Trang,5,14,32,Dịch vụ tốt,"Bữa sáng ngon, đa dạng món ăn.",4,4,5,4,5,2025-01-02 17:00:00,nan,
2076,282,Bùi Hải Dũng,3,2,1,Vị trí thuận lợi,Giá hơi cao so với chất lượng.,5,5,5,4,5,2024-06-15 17:00:00,nan,
2077,347,Võ Minh Phong,2,8,15,Tuyệt vời,"Phòng cách âm tốt, yên tĩnh.",4,5,5,5,4,2024-03-07 17:00:00,nan,
2078,115,Đỗ Thu Linh,22,64,171,Xuất sắc,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",3,4,3,2,4,2024-05-30 17:00:00,nan,
2079,75,Đặng Thanh Phong,7,19,72,Không tốt lắm,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,5,3,4,5,2024-01-22 17:00:00,nan,
2080,250,Đỗ Thị Anh,9,24,62,Tuyệt vời,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,5,5,5,2024-04-02 17:00:00,nan,
2081,80,Trần Hải Long,21,60,156,Tốt,Giá cả hợp lý so với chất lượng.,5,4,5,5,4,2024-02-02 17:00:00,nan,
2082,354,Bùi Thu Phong,10,29,79,Sẽ quay lại,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",3,4,2,5,5,2024-03-06 17:00:00,nan,
2083,359,Trần Đức Nam,10,27,75,Thất vọng,"Đồ ăn ngon, view đẹp, sẽ quay lại.",3,5,2,3,3,2024-04-28 17:00:00,nan,
2084,282,Bùi Hải Dũng,5,14,34,Thất vọng,"Không gian thoáng đãng, thoải mái.",5,4,4,5,4,2024-11-17 17:00:00,nan,
2085,392,Đỗ Hoàng Phong,17,48,125,Khá ổn,Giá cả hợp lý so với chất lượng.,5,5,5,4,5,2024-09-17 17:00:00,nan,
2086,111,Bùi Hoàng Trang,7,18,73,Đáng giá tiền,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,4,3,5,4,2024-10-07 17:00:00,nan,
2087,299,Lê Hải Hạnh,3,5,3,Thất vọng,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,5,5,5,5,2024-10-19 17:00:00,nan,
2088,10,Đỗ Văn Long,10,29,79,Không tốt lắm,Giá cả hợp lý so với chất lượng.,4,3,3,4,4,2024-06-09 17:00:00,nan,
2089,31,Phan Hải Nga,16,45,117,Vị trí thuận lợi,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,5,3,5,5,2024-09-25 17:00:00,nan,
2090,6,Hoàng Quốc Dũng,22,63,170,Sạch sẽ,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",2,3,2,3,3,2024-07-12 17:00:00,nan,
